_id,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,last_scraped,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,security_deposit,cleaning_fee,extra_people,guests_included,amenities_count,administrative_division,region,country,longitude,latitude,annual_availability,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_scores_rating,host_id,host_response_rate,host_total_listings_count,superhost,host_neighbourhood
25977467,Apartment,Entire home/apt,Real Bed,1,1124,Strict_14,2019-03-07,4,1,2,48,1,139.0,199.0,79.0,19,3,41,Pyrmont,New South Wales,Australia,151.19699,-33.87509,56,10.0,10.0,10.0,10.0,10.0,9.0,94.0,114384153,100.0,66,False,Central Business District
25977832,Condominium,Entire home/apt,Real Bed,5,1125,Strict_14,2019-03-06,4,1,1,0,1,159.0,350.0,145.0,10,2,18,Lahaina,Hawaii,United States,-156.68395,20.95762,162,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17519759,100.0,19,False,Napili/Honokowai
25983004,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2019-03-11,4,2,1,4,1,601.25,0.0,197.5,50,2,10,Hong Kong,Hong Kong Island,Hong Kong,114.14333,22.28759,0,9.0,9.0,10.0,10.0,10.0,10.0,100.0,13477108,33.0,2,False,Sai Ying Pun
25989823,Apartment,Entire home/apt,Real Bed,1,7,flexible,2019-02-18,2,1,1,0,1,596.0,625.0,30.0,119,1,18,Beyoğlu,Istanbul,Turkey,28.9771,41.0308,88,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3544032,0.0,1,False,Karaköy
25996203,Apartment,Private room,Real Bed,30,100,moderate,2019-03-08,1,1,1,1,1,27.0,0.0,94.0748,0,1,12,Barcelona,Catalonia,Spain,2.17952,41.38427,52,10.0,10.0,10.0,10.0,10.0,10.0,100.0,184642867,100.0,6,False,El Born
25997982,Apartment,Entire home/apt,Real Bed,5,34,flexible,2019-02-16,3,1,2,2,1,40.0,0.0,94.0748,0,1,15,Povoa de Varzim,Grande Porto,Portugal,-8.77257,41.38792,177,10.0,10.0,10.0,10.0,10.0,10.0,100.0,195406007,0.0,1,False,
26008844,Apartment,Entire home/apt,Real Bed,32,1125,Strict_14,2019-03-08,4,2,2,0,1,55.0,200.0,50.0,20,2,13,Barcelona,Catalonia,Spain,2.17331,41.39985,262,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,96299106,100.0,5,False,Verdum - Los Roquetes
26014383,Condominium,Entire home/apt,Real Bed,3,120,Strict_14,2019-03-06,5,1,2,6,2,182.0,300.0,185.0,15,4,36,Kaanapali,Hawaii,United States,-156.69251,20.92698,208,9.0,9.0,9.0,9.0,9.0,9.0,93.0,108986794,98.0,30,False,Kaanapali
26014922,Condominium,Entire home/apt,Real Bed,1,27,moderate,2019-03-06,3,0,2,39,1,115.0,200.0,80.0,20,2,29,Honolulu,Hawaii,United States,-157.83596,21.28486,77,10.0,10.0,10.0,10.0,10.0,10.0,99.0,92196431,100.0,3,True,Ala Moana/Kakaako
26023825,Loft,Entire home/apt,Real Bed,1,90,Strict_14,2019-03-11,4,1,2,37,1,149.0,0.0,50.0,20,3,30,Montréal,Quebec,Canada,-73.55364,45.51031,202,10.0,10.0,10.0,10.0,10.0,9.0,95.0,94208257,100.0,5,False,Old Montreal
26044607,Villa,Entire home/apt,Real Bed,3,1125,flexible,2019-02-18,10,3,4,0,4,601.25,0.0,94.0748,0,1,14,İstanbul,Istanbul,Turkey,29.04304,41.16868,91,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,190942953,0.0,1,False,
260451,Apartment,Entire home/apt,Real Bed,7,330,Strict_14,2019-03-06,2,1,1,4,1,70.0,300.0,50.0,20,1,9,Brooklyn,New York,United States,-73.97203,40.69142,0,9.0,8.0,10.0,10.0,10.0,9.0,100.0,52335,100.0,2,False,Fort Greene
26048057,Apartment,Entire home/apt,Real Bed,1,30,Strict_14,2019-02-16,4,1,2,10,1,65.0,0.0,0.0,15,2,40,Porto,Grande Porto,Portugal,-8.62537,41.16068,364,10.0,10.0,10.0,10.0,9.0,9.0,100.0,195764124,100.0,1,True,
26060837,Apartment,Private room,Real Bed,1,1125,flexible,2019-02-18,1,1,1,3,1,58.0,0.0,0.0,50,1,13,Şişli,Istanbul,Turkey,28.98097,41.05279,262,9.0,9.0,10.0,10.0,10.0,9.0,93.0,64201847,60.0,2,False,Şişli
2606204,Apartment,Private room,Real Bed,1,1125,flexible,2019-03-08,1,1,1,5,1,22.0,0.0,0.0,0,1,33,El Prat de Llobregat,Catalonia,Spain,2.0978,41.33371,216,8.0,9.0,8.0,9.0,9.0,8.0,76.0,7109425,100.0,3,False,
26064830,Apartment,Entire home/apt,Real Bed,3,14,flexible,2019-03-06,2,1,1,3,1,120.0,0.0,25.0,0,1,12,Waialua,Hawaii,United States,-158.1092,21.57044,0,10.0,10.0,10.0,10.0,10.0,9.0,100.0,137388953,0.0,1,False,North Shore
260703,House,Private room,Real Bed,3,60,Strict_14,2019-03-06,2,1,1,27,2,45.0,0.0,40.0,5,1,18,Honolulu,Hawaii,United States,-157.84679,21.36338,9,9.0,8.0,10.0,10.0,9.0,9.0,81.0,569544,100.0,4,False,Kalihi Valley
2607583,Apartment,Entire home/apt,Real Bed,30,1125,Strict_14,2019-03-06,2,1,1,6,1,108.0,625.0,197.5,0,1,20,New York,New York,United States,-73.95588,40.77231,310,9.0,10.0,10.0,10.0,9.0,9.0,93.0,13347167,100.0,29,False,Upper East Side
26077159,Apartment,Entire home/apt,Real Bed,2,21,flexible,2019-03-11,4,2,4,4,1,140.0,600.0,150.0,30,16,7,Montréal,Quebec,Canada,-73.58125,45.52531,38,9.0,10.0,10.0,9.0,10.0,8.0,95.0,195984935,0.0,1,False,Le Plateau
26077593,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16,4,1,2,16,1,50.0,0.0,94.0748,0,1,13,Porto,Grande Porto,Portugal,-8.60269,41.14802,322,9.0,8.0,8.0,9.0,10.0,9.0,89.0,184243783,100.0,3,False,
26084478,Serviced apartment,Entire home/apt,Real Bed,10,1125,moderate,2019-03-07,6,3,4,0,2,350.0,625.0,197.5,0,1,21,Chatswood,New South Wales,Australia,151.19258,-33.79566,89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,192040273,89.0,4,False,Chatswood
2609433,House,Private room,Real Bed,2,1125,Strict_14,2019-03-07,2,1,1,12,1,71.0,300.0,50.0,20,1,20,Annandale,New South Wales,Australia,151.1729,-33.88452,30,10.0,10.0,10.0,10.0,9.0,10.0,95.0,1503015,100.0,3,True,Annandale/Leichhardt
26100353,House,Private room,Real Bed,1,1125,Strict_14,2019-02-16,6,1,4,8,2,40.0,0.0,10.0,20,2,12,Porto,Grande Porto,Portugal,-8.62063,41.15544,365,10.0,10.0,10.0,10.0,10.0,10.0,95.0,20225857,97.0,14,False,El Gòtic
26103478,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-02-18,4,1,1,48,1,121.0,0.0,94.0748,100,3,28,İstanbul,Istanbul,Turkey,28.988,41.06116,175,10.0,9.0,10.0,10.0,10.0,9.0,91.0,196206522,100.0,3,False,
26105391,Apartment,Entire home/apt,Real Bed,31,1125,flexible,2019-03-08,4,2,2,0,1,100.0,0.0,94.0748,0,1,9,Barcelona,Catalonia,Spain,2.18089,41.39684,180,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,196221110,0.0,1,False,el Fort Pienc
26106075,House,Entire home/apt,Real Bed,2,1125,flexible,2019-02-16,6,2,6,1,1,100.0,0.0,94.0748,0,1,10,Porto,Grande Porto,Portugal,-8.5879,41.17727,0,10.0,8.0,10.0,10.0,8.0,10.0,100.0,78110758,0.0,1,False,
26106160,Apartment,Entire home/apt,Real Bed,31,1125,flexible,2019-03-08,4,1,2,0,2,129.0,0.0,94.0748,0,1,21,Barcelona,Catalonia,Spain,2.15063,41.40447,365,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15353690,96.0,12,False,Truxton Circle
26108786,Condominium,Entire home/apt,Real Bed,4,1125,Strict_14,2019-03-06,6,2,5,20,2,169.0,0.0,150.0,50,6,21,Kihei,Hawaii,United States,-156.44492,20.71271,93,9.0,8.0,9.0,10.0,10.0,9.0,96.0,95843330,93.0,2,False,Kihei/Wailea
26110157,Apartment,Entire home/apt,Real Bed,2,730,flexible,2019-02-11,3,1,2,2,1,97.0,0.0,197.5,0,1,5,Rio de Janeiro,Rio De Janeiro,Brazil,-43.18298112387927,-22.96827522014027,156,9.0,9.0,7.0,9.0,10.0,10.0,90.0,81876389,94.0,265,False,Vila Mariana
26112559,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-03-07,3,1,1,0,1,178.0,0.0,150.0,55,2,10,Pyrmont,New South Wales,Australia,151.19653,-33.87332,282,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,183826922,100.0,15,False,Central Business District
26113123,Apartment,Private room,Real Bed,4,1125,moderate,2019-03-08,2,1,1,2,2,25.0,100.0,12.0,8,1,11,Barcelona,Catalonia,Spain,2.145,41.37794,9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56347573,0.0,1,False,Sants-Montjuïc
26120284,Serviced apartment,Entire home/apt,Real Bed,2,29,moderate,2019-03-08,6,3,4,4,2,135.0,0.0,94.0748,0,1,22,Barcelona,Catalonia,Spain,2.20117,41.40255,212,10.0,10.0,10.0,10.0,10.0,9.0,95.0,26828317,86.0,30,False,El Born
26120502,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-02-16,4,1,2,16,1,69.0,150.0,25.0,10,2,26,Porto,Grande Porto,Portugal,-8.60273,41.15036,289,10.0,9.0,9.0,9.0,9.0,9.0,94.0,196344302,100.0,1,False,
26120851,Apartment,Private room,Real Bed,3,60,Strict_14,2019-03-08,2,1,1,15,1,49.0,0.0,30.0,0,1,11,Barcelona,Catalonia,Spain,2.16621,41.38395,124,9.0,9.0,10.0,9.0,10.0,9.0,92.0,196345599,100.0,1,False,El Raval
2612849,Apartment,Entire home/apt,Real Bed,1,365,Strict_14,2019-03-11,6,2,3,196,1,601.25,625.0,197.5,80,4,19,Hong Kong,Hong Kong,Hong Kong,114.16932,22.31863,308,9.0,9.0,10.0,10.0,10.0,9.0,90.0,12404807,94.0,4,False,Mong Kok
26134555,Apartment,Private room,Real Bed,5,20,moderate,2019-03-11,2,1,1,2,1,35.0,0.0,94.0748,0,1,22,Montréal,Quebec,Canada,-73.60055,45.54112,89,10.0,10.0,10.0,10.0,10.0,10.0,100.0,6550121,0.0,1,False,
26143851,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-02-16,2,1,1,3,1,89.0,0.0,0.0,0,1,23,Porto,Grande Porto,Portugal,-8.67211,41.15087,347,10.0,10.0,9.0,9.0,10.0,9.0,93.0,3849926,100.0,6,False,
26146479,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2019-03-11,2,0,1,11,1,601.25,0.0,197.5,0,1,22,Hong Kong,Hong Kong Island,Hong Kong,114.15335,22.28533,4,10.0,10.0,10.0,10.0,10.0,10.0,100.0,16323539,100.0,1,False,Sheung Wan
26150475,Boutique hotel,Private room,Real Bed,1,1125,flexible,2019-03-11,3,1,2,10,1,455.0,0.0,94.0748,0,1,21,Hong Kong,Hong Kong,Hong Kong,114.16683,22.30618,0,10.0,10.0,9.0,9.0,10.0,10.0,96.0,15210533,100.0,12,False,Jordan
26151425,Apartment,Private room,Real Bed,1,31,flexible,2019-02-16,2,1,1,8,2,28.0,0.0,0.0,0,1,20,Vila Nova de Gaia,Grande Porto,Portugal,-8.60854,41.12771,0,10.0,10.0,10.0,10.0,9.0,10.0,100.0,13237730,0.0,8,True,
26158096,Apartment,Private room,Real Bed,30,365,flexible,2019-02-18,1,1,1,0,1,121.0,0.0,94.0748,0,1,11,Beşiktaş,Istanbul,Turkey,29.01307,41.04606,365,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,196610873,0.0,1,False,
26164547,Bed and breakfast,Private room,Real Bed,1,1125,flexible,2019-03-11,2,1,1,1,1,31.0,0.0,94.0748,0,1,12,Montréal,Quebec,Canada,-73.57857,45.52293,356,10.0,6.0,10.0,10.0,10.0,8.0,100.0,145169614,70.0,4,False,Le Plateau
26170427,Condominium,Entire home/apt,Real Bed,5,365,super_strict_60,2019-03-06,4,1,1,0,1,310.0,500.0,197.5,0,4,13,Lahaina,Hawaii,United States,-156.68587,20.95666,320,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,195873583,0.0,8,False,
26178812,Apartment,Private room,Real Bed,29,1125,flexible,2019-03-11,2,0,1,0,1,228.0,0.0,94.0748,0,1,7,Hong Kong,Hong Kong Island,Hong Kong,114.19977,22.29032,162,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,97240131,98.0,229,False,Kennedy Town
26185187,Apartment,Private room,Real Bed,2,1125,flexible,2019-03-11,2,1,1,2,1,32.0,0.0,94.0748,0,1,8,Montréal,Quebec,Canada,-73.62657,45.53873,89,10.0,10.0,10.0,10.0,10.0,10.0,100.0,128573881,0.0,1,False,Villeray
26197507,Townhouse,Entire home/apt,Real Bed,4,29,Strict_14,2019-03-06,4,2,2,0,2,400.0,0.0,197.5,0,1,24,Kamuela,Hawaii,United States,-155.85622,19.94653,303,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,151398424,67.0,200,False,
26199936,Apartment,Entire home/apt,Real Bed,1,1000,Strict_14,2019-02-11,4,2,3,5,2,280.0,0.0,0.0,0,1,16,Leme,Rio De Janeiro,Brazil,-43.16990793229011,-22.961917625695435,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,195046037,100.0,1,False,
26204249,Condominium,Entire home/apt,Real Bed,5,365,super_strict_60,2019-03-06,6,1,2,0,1,307.0,500.0,197.5,0,6,16,Waikiki,Hawaii,United States,-157.822,21.27413,212,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,196635279,100.0,63,False,
26209883,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2019-02-16,6,2,3,19,2,85.0,0.0,94.0748,10,4,36,Vila Nova de Gaia,Grande Porto,Portugal,-8.62179,41.12777,357,10.0,10.0,10.0,10.0,9.0,9.0,99.0,196983815,100.0,1,True,
26210993,Condominium,Private room,Real Bed,5,1125,moderate,2019-02-11,1,1,1,0,1,41.0,0.0,94.0748,27,1,27,Grajau,Rio De Janeiro,Brazil,-43.2718506152968,-22.913544431538625,163,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,196747935,100.0,1,False,Engenho Novo
26231187,Condominium,Private room,Real Bed,2,1125,moderate,2019-03-11,2,1,1,32,1,36.0,0.0,0.0,7,1,15,Montréal,Quebec,Canada,-73.59447,45.52984,62,10.0,10.0,10.0,10.0,10.0,10.0,99.0,196904550,100.0,1,True,Le Plateau
26232410,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-02-16,2,1,1,9,1,120.0,0.0,0.0,0,1,33,Porto,Grande Porto,Portugal,-8.59848,41.14567,353,10.0,10.0,10.0,10.0,10.0,10.0,91.0,10135465,100.0,6,True,
26242605,Apartment,Entire home/apt,Real Bed,32,1125,Strict_14,2019-03-08,2,0,1,0,1,41.0,625.0,50.0,0,1,7,Barcelona,Catalonia,Spain,2.17855,41.38164,184,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21873399,85.0,46,False,Dreta de l'Eixample
26244400,Apartment,Private room,Real Bed,1,1125,moderate,2019-03-07,1,1,1,1,1,37.0,0.0,30.0,8,1,18,Leichhardt,New South Wales,Australia,151.14769,-33.8802,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,113419095,0.0,2,False,Annandale/Leichhardt
26257930,Condominium,Entire home/apt,Real Bed,4,80,Strict_14,2019-03-06,4,1,2,2,2,305.0,300.0,125.0,0,1,39,Kihei,Hawaii,United States,-156.44098,20.69808,186,10.0,10.0,10.0,10.0,10.0,10.0,100.0,173239198,100.0,8,False,Kihei/Wailea
26259025,Apartment,Shared room,Real Bed,1,1125,flexible,2019-03-11,1,1,1,47,1,283.0,0.0,94.0748,0,1,27,Hong Kong,Hong Kong,Hong Kong,114.18672,22.30099,347,10.0,10.0,10.0,10.0,10.0,10.0,97.0,131187325,100.0,4,True,Hung Hom
26263467,Apartment,Entire home/apt,Real Bed,2,103,Strict_14,2019-03-08,5,1,3,3,1,100.0,0.0,80.0,0,1,23,Barcelona,Catalonia,Spain,2.1663,41.38394,281,8.0,9.0,10.0,10.0,9.0,7.0,87.0,36780006,100.0,2,True,El Raval
26263470,House,Private room,Real Bed,2,1125,Strict_14,2019-03-06,2,1,1,11,1,59.0,0.0,49.0,15,1,33,Waikele,Hawaii,United States,-158.01012,21.40908,160,10.0,10.0,9.0,9.0,10.0,9.0,96.0,195465513,100.0,3,True,Waipahu
26270602,Apartment,Entire home/apt,Real Bed,29,1125,flexible,2019-03-11,2,0,1,0,1,267.0,625.0,100.0,0,1,6,Hong Kong,Hong Kong Island,Hong Kong,114.13231,22.28754,364,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,97240131,98.0,229,False,Kennedy Town
26273293,Condominium,Private room,Real Bed,1,1125,flexible,2019-03-07,1,0,1,0,1,70.0,0.0,20.0,0,1,3,Kingsford,New South Wales,Australia,151.23078,-33.92315,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,160391756,100.0,13,False,Kingsford
26287233,House,Private room,Real Bed,6,15,flexible,2019-02-16,1,1,1,3,1,14.0,0.0,20.0,0,1,13,Porto,Grande Porto,Portugal,-8.60646,41.17057,230,9.0,9.0,10.0,10.0,9.0,7.0,93.0,172398001,0.0,2,False,
26308209,Cabin,Entire home/apt,Real Bed,2,5,Strict_14,2019-03-07,1,0,1,14,1,70.0,250.0,0.0,20,1,25,Malabar,New South Wales,Australia,151.24884,-33.96664,68,10.0,10.0,10.0,10.0,10.0,10.0,100.0,197828925,100.0,1,True,Malabar
26313671,Apartment,Private room,Real Bed,1,5,flexible,2019-03-08,2,1,1,15,1,35.0,0.0,5.0,5,1,17,Barcelona,Catalonia,Spain,2.1818,41.38763,0,10.0,10.0,10.0,10.0,10.0,9.0,96.0,15596380,90.0,1,True,El Born
26313903,Apartment,Entire home/apt,Real Bed,60,300,flexible,2019-03-08,1,0,1,0,1,40.0,625.0,85.0,0,1,16,Barcelona,Catalonia,Spain,2.17585,41.38406,272,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,72984879,100.0,14,True,El Raval
26315238,Condominium,Entire home/apt,Real Bed,1,1125,moderate,2019-03-06,4,1,1,43,1,139.0,150.0,99.0,0,1,31,Waianae,Hawaii,United States,-158.17655,21.41425,182,10.0,10.0,10.0,10.0,9.0,10.0,100.0,197888507,100.0,1,True,Nanakuli/Maili
263190,Apartment,Private room,Real Bed,2,760,Strict_14,2019-03-06,1,1,1,69,1,88.0,0.0,10.0,0,1,12,New York,New York,United States,-73.98591,40.72534,0,8.0,7.0,9.0,9.0,9.0,8.0,82.0,1020539,70.0,2,False,East Village
26319639,Apartment,Entire home/apt,Real Bed,3,1125,Strict_14,2019-03-08,5,2,3,2,1,130.0,250.0,60.0,20,2,12,Barcelona,Catalonia,Spain,2.17557,41.38123,2,10.0,10.0,10.0,10.0,10.0,10.0,100.0,21873399,85.0,46,False,Dreta de l'Eixample
26320917,Townhouse,Entire home/apt,Real Bed,2,1125,flexible,2019-03-11,5,3,4,2,1,160.0,500.0,60.0,0,1,17,Montréal,Quebec,Canada,-73.5769,45.56223,0,8.0,5.0,8.0,8.0,8.0,7.0,80.0,197929511,0.0,1,False,Rosemont-La Petite-Patrie
26323083,Serviced apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-02-16,2,1,1,0,1,49.0,0.0,0.0,0,1,30,Porto,Grande Porto,Portugal,-8.60438,41.1545,344,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16922131,100.0,42,True,
26334724,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2019-03-07,4,2,2,26,2,181.0,625.0,160.0,0,1,31,Alexandria,New South Wales,Australia,151.19829,-33.89472,7,10.0,9.0,9.0,10.0,9.0,9.0,91.0,192002147,100.0,9,False,Haymarket
26340840,House,Entire home/apt,Real Bed,2,1125,moderate,2019-03-07,10,5,5,20,2,299.0,625.0,197.5,0,1,40,Drummoyne,New South Wales,Australia,151.15249,-33.8464,91,10.0,10.0,10.0,10.0,10.0,10.0,98.0,192002147,100.0,9,False,Haymarket
26342079,Apartment,Entire home/apt,Real Bed,2,1125,Strict_14,2019-03-11,5,2,3,44,1,601.25,0.0,197.5,125,5,25,Hong Kong,Hong Kong,Hong Kong,114.16791,22.31996,53,10.0,10.0,10.0,10.0,10.0,10.0,99.0,85800321,100.0,1,True,Mong Kok
26342532,Apartment,Private room,Real Bed,2,1125,moderate,2019-02-18,2,1,1,5,1,90.0,0.0,63.0,37,2,23,Şişli,Istanbul,Turkey,28.98504,41.0512,177,10.0,10.0,10.0,10.0,10.0,9.0,96.0,45455859,100.0,1,False,Şişli
26344088,Guest suite,Private room,Real Bed,2,50,flexible,2019-03-11,2,1,1,24,1,601.25,0.0,149.0,-107,1,24,Hong Kong,New Territories,Hong Kong,114.26052,22.39018,86,10.0,10.0,10.0,10.0,9.0,9.0,96.0,67839172,100.0,1,False,
26348233,Apartment,Entire home/apt,Real Bed,3,1125,Strict_14,2019-03-08,4,1,1,3,1,80.0,250.0,50.0,20,2,11,Barcelona,Catalonia,Spain,2.17552,41.37998,0,9.0,9.0,10.0,10.0,9.0,8.0,87.0,21873399,85.0,46,False,Dreta de l'Eixample
2634829,House,Entire home/apt,Real Bed,2,30,Strict_14,2019-02-16,6,3,3,4,2,195.0,500.0,197.5,75,6,12,Mindelo,Grande Porto,Portugal,-8.73177,41.30549,317,10.0,10.0,10.0,10.0,10.0,9.0,100.0,10988558,100.0,1,False,
26358814,Hotel,Shared room,Real Bed,1,1125,flexible,2019-02-18,2,1,2,0,1,248.0,0.0,100.0,0,1,15,Beyoğlu,Istanbul,Turkey,28.98354,41.03905,179,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90638018,100.0,2,False,
26361065,Villa,Private room,Real Bed,3,1125,Strict_14,2019-03-06,4,1,1,0,1,300.0,0.0,94.0748,0,1,18,Honolulu,Hawaii,United States,-157.8231,21.27348,365,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16222167,67.0,115,False,Newport Beach
26365192,Guesthouse,Entire home/apt,Real Bed,1,1125,Strict_14,2019-03-06,5,1,4,29,1,130.0,0.0,100.0,20,4,48,Waianae,Hawaii,United States,-158.21734,21.46995,185,10.0,10.0,10.0,10.0,9.0,10.0,100.0,55591302,100.0,1,True,Waianae Coast
26365414,Loft,Entire home/apt,Real Bed,2,40,moderate,2019-03-11,2,0,1,11,1,75.0,0.0,40.0,0,1,32,Montréal,Quebec,Canada,-73.55022,45.57491,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,40139322,100.0,1,True,Mercier-Hochelaga-Maisonneuve
26366454,Apartment,Private room,Real Bed,3,1125,Strict_14,2019-03-08,2,1,1,0,1,35.0,100.0,20.0,10,1,18,Barcelona,Catalonia,Spain,2.14869,41.39592,85,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,168596223,100.0,8,False,
26380958,Apartment,Entire home/apt,Real Bed,3,1125,Strict_14,2019-03-08,4,1,1,1,1,80.0,250.0,50.0,20,2,11,Barcelona,Catalonia,Spain,2.17539,41.38126,0,8.0,6.0,10.0,8.0,10.0,8.0,80.0,21873399,85.0,46,False,Dreta de l'Eixample
26391176,House,Private room,Real Bed,1,28,Strict_14,2019-03-06,2,1,1,11,1,25.0,0.0,5.0,10,1,33,Pāhoa,Hawaii,United States,-154.9195,19.50217,75,10.0,9.0,10.0,10.0,9.0,10.0,100.0,198231250,100.0,3,True,Island of Hawaiʻi
26405954,Loft,Entire home/apt,Real Bed,1,1125,Strict_14,2019-02-18,3,2,2,21,1,179.0,0.0,30.0,30,2,31,Kadıköy,Istanbul,Turkey,29.03209,40.98724,355,9.0,9.0,9.0,10.0,9.0,9.0,90.0,108876856,100.0,2,False,
26414600,Apartment,Private room,Real Bed,5,30,flexible,2019-03-07,1,1,1,1,1,70.0,0.0,94.0748,0,1,6,Bondi Beach,New South Wales,Australia,151.26985,-33.88589,91,8.0,2.0,6.0,4.0,8.0,8.0,20.0,167624702,43.0,2,False,Bondi Beach
26415333,Serviced apartment,Private room,Real Bed,1,1125,Strict_14,2019-03-11,2,1,1,6,1,338.0,0.0,70.0,0,1,14,Hong Kong,Hong Kong,Hong Kong,114.16829,22.32116,70,10.0,9.0,10.0,9.0,10.0,9.0,87.0,122408520,100.0,15,False,Mong Kok
26419653,Condominium,Entire home/apt,Real Bed,1,1125,super_strict_60,2019-03-06,8,3,4,7,3,522.0,0.0,197.5,0,8,16,Koloa,Hawaii,United States,-159.45861,21.88376,254,10.0,10.0,10.0,10.0,10.0,10.0,100.0,756093,100.0,95,False,Kauaʻi
26427671,Apartment,Private room,Real Bed,2,30,flexible,2019-02-11,2,1,1,2,1,56.0,0.0,70.0,0,1,10,Tijuca,Rio De Janeiro,Brazil,-43.221281424364804,-22.92322135594837,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,26150802,100.0,1,False,
26430039,House,Entire home/apt,Real Bed,2,1125,Strict_14,2019-03-07,8,4,5,6,3,601.25,625.0,197.5,0,6,24,Whale Beach,New South Wales,Australia,151.32739,-33.60676,327,10.0,10.0,10.0,10.0,10.0,9.0,100.0,157067539,100.0,6,True,Palm Beach
26436758,Apartment,Entire home/apt,Real Bed,2,120,Strict_14,2019-02-16,5,2,3,11,1,39.0,0.0,49.0,9,3,37,Matosinhos,Grande Porto,Portugal,-8.69027,41.17908,223,10.0,9.0,10.0,10.0,10.0,9.0,93.0,12730028,100.0,62,False,
26438611,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2019-03-11,4,2,2,7,1,110.0,0.0,30.0,0,10,26,Montréal,Quebec,Canada,-73.59376,45.51961,0,9.0,9.0,9.0,10.0,10.0,10.0,86.0,120114328,100.0,1,False,
26443961,Apartment,Entire home/apt,Real Bed,3,180,Strict_14,2019-02-16,2,1,1,15,1,70.0,150.0,40.0,15,2,30,Porto,Grande Porto,Portugal,-8.60567,41.15156,362,10.0,10.0,10.0,10.0,10.0,10.0,95.0,6786676,100.0,5,True,
26444105,Loft,Entire home/apt,Real Bed,4,30,Strict_14,2019-03-08,3,1,2,2,1,85.0,0.0,20.0,20,2,32,Barcelona,Catalonia,Spain,2.19483,41.3942,6,10.0,10.0,10.0,10.0,10.0,10.0,100.0,12718315,100.0,3,False,La Vila Olímpica
26463049,Apartment,Entire home/apt,Real Bed,2,27,flexible,2019-02-11,2,1,1,12,1,145.0,0.0,94.0748,-12,2,27,Copacabana,Rio De Janeiro,Brazil,-43.191166017041695,-22.974201594007827,282,10.0,10.0,10.0,10.0,10.0,9.0,97.0,198995755,100.0,1,True,
26471879,Other,Private room,Real Bed,3,4,Strict_14,2019-03-11,4,1,3,0,1,55.0,0.0,20.0,15,2,30,Montréal,Quebec,Canada,-73.62583,45.52836,11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,83628778,0.0,2,True,Parc-Extension
26474245,Apartment,Entire home/apt,Real Bed,2,90,moderate,2019-03-07,7,2,3,25,1,250.0,400.0,170.0,100,7,54,Coogee,New South Wales,Australia,151.25564,-33.92142,0,10.0,9.0,10.0,10.0,10.0,10.0,98.0,130528674,100.0,5,True,Bondi Beach
